"sleep","totwrk","educ","male","marr","age","earns74","black","union","case","clerical","construc","gdhlth","inlf","leis1","leis2","leis3","smsa","lhrwage","lothinc","prot","rlxall","selfe","slpnaps","south","spsepay","spwrk75","worknrm","workscnd","exper","yngkid","yrsmarr","hrwage","agesq"
3310,0,12,0,1,25,0,0,0,646,0.182331,0.030075,1,0,6770,6732,6622,0,0,9.018089,1,3458,1,3348,0,12000,1,0,0,7,0,10,0,625
3310,2826,12,1,1,49,0,1,0,647,0.182331,0.030075,1,0,3944,3749,3749,0,0,9.964159,1,3505,0,3505,0,0,0,2826,0,31,0,9,0,2401
3308,2326,12,1,1,45,11750,0,1,648,0.182331,0.030075,1,0,4446,4311,4311,0,0,8.412055,1,3443,0,3443,0,0,0,2326,0,27,0,10,0,2025
3308,2820,17,1,1,25,8250,0,1,649,0.182331,0.030075,1,0,3952,3952,3952,0,0,0,1,3308,0,3308,0,8250,1,2820,0,2,0,0,0,625
3295,2513,12,1,1,57,0,1,0,650,0.182331,0.030075,1,0,4272,4205,3817,0,0,0,0,3750,0,3362,0,0,0,2513,0,39,0,32,0,3249
3295,3171,12,1,1,35,0,0,0,651,0.182331,0.030075,1,0,3614,3614,3389,0,0,0,0,3520,0,3295,1,0,0,3171,0,17,0,15,0,1225
3285,1325,17,0,1,31,5500,0,0,652,0.182331,0.030075,1,0,5470,5470,5440,0,0,9.018089,0,3315,0,3285,0,17000,1,1325,0,8,0,10,0,961
3285,2493,15,1,1,55,32500,0,0,653,0.182331,0.030075,1,0,4302,4302,4302,1,0,9.210441,1,3285,0,3285,0,0,0,2493,0,34,0,0,0,3025
3271,3441,16,0,0,24,0,0,0,654,0.182331,0.030075,1,0,3368,3368,3368,0,0,0,0,3271,0,3271,0,0,0,3441,0,2,0,0,0,576
3268,1238,8,1,1,58,0,0,0,655,0.182331,0.030075,1,0,5574,5574,5424,0,0,0,1,3418,0,3268,0,0,0,1238,0,44,0,36,0,3364
3261,2588,17,1,1,52,0,0,0,656,0.182331,0.030075,1,0,4231,4231,4176,1,0,0,0,3316,0,3261,0,0,0,2588,0,29,0,30,0,2704
3260,3590,17,1,1,33,5500,0,0,657,0.182331,0.030075,1,0,3230,3230,3192,0,0,9.018089,0,3298,1,3260,0,8400,1,3590,0,10,0,10,0,1089
3255,1548,11,0,1,39,0,0,0,658,0.182331,0.030075,1,0,5277,5277,5277,0,0,9.69591,1,3255,1,3255,0,12000,1,1548,0,22,0,22,0,1521
3248,3190,9,1,0,25,8250,0,0,659,0.182331,0.030075,1,0,3642,3522,3522,1,0,9.865318,1,3368,0,3368,0,0,0,3190,0,10,0,0,0,625
3236,2350,16,0,0,25,3500,0,0,660,0.182331,0.030075,1,0,4494,4081,4036,1,0,9.632401,0,3694,0,3649,0,0,0,2350,0,3,0,0,0,625
3235,0,16,0,1,30,11750,0,0,661,0.182331,0.030075,1,0,6845,6395,6260,1,0,9.66466,1,3820,0,3685,0,0,0,0,0,8,1,4,0,900
3230,2150,17,1,1,25,4500,0,0,662,0.182331,0.030075,1,0,4700,4660,4660,0,0,8.699681,0,3270,0,3270,1,5200,1,2150,0,2,0,2,0,625
3225,2535,16,1,1,42,0,0,0,663,0.182331,0.030075,1,0,4320,3007,3007,0,0,0,0,4538,1,4538,0,0,0,2535,0,20,0,18,0,1764
3225,638,12,1,1,35,1000,0,0,664,0.182331,0.030075,1,0,6217,6217,6202,1,0,9.632401,0,3240,1,3225,0,7600,1,638,0,17,0,16,0,1225
3225,2260,12,0,1,59,4500,0,0,665,0.182331,0.030075,0,0,4595,4043,3983,1,0,6.908755,1,3837,0,3777,0,0,0,2260,0,41,0,0,0,3481
3218,3275,12,1,1,42,42500,0,0,666,0.182331,0.030075,1,0,3587,3587,3587,0,0,0,1,3218,1,3218,0,0,0,2085,1190,24,1,18,0,1764
3218,1013,12,0,1,59,6750,0,0,667,0.182331,0.030075,1,0,5849,5849,5824,0,0,9.741028,1,3243,0,3218,0,12600,1,1013,0,41,0,37,0,3481
3210,2433,16,1,1,32,21250,0,0,668,0.182331,0.030075,1,0,4437,4437,4357,0,0,0,1,3290,0,3210,0,0,0,2433,0,10,0,10,0,1024
3203,2450,17,1,0,49,0,0,0,669,0.182331,0.030075,1,0,4427,4427,3992,1,0,0,1,3638,0,3203,0,0,0,2450,0,26,0,0,0,2401
3201,2298,14,1,1,54,8250,0,0,670,0.182331,0.030075,1,0,4581,4461,4321,1,0,9.865318,1,3461,0,3321,0,9000,1,2298,0,34,0,32,0,2916
3200,2363,9,1,1,58,1000,0,0,671,0.182331,0.030075,1,0,4517,4517,4517,0,0,9.282754,1,3200,0,3200,0,0,0,2363,0,43,0,39,0,3364
3195,1578,14,1,1,38,0,0,1,672,0.182331,0.030075,1,0,5307,5307,5267,1,0,0,1,3235,0,3195,0,0,0,1578,0,18,0,0,0,1444
3190,2500,8,0,1,50,0,0,0,673,0.182331,0.030075,1,0,4390,4330,4330,0,0,0,1,3250,0,3250,0,0,0,2500,0,36,0,31,0,2500
3188,2526,17,0,1,46,13750,0,1,674,0.182331,0.030075,1,0,4366,4316,4316,0,0,9.528867,1,3238,0,3238,0,14500,1,2526,0,23,0,22,0,2116
3188,2538,12,1,1,38,0,0,0,675,0.182331,0.030075,1,0,4354,4354,4309,1,0,0,0,3233,1,3188,0,0,0,2538,0,20,0,17,0,1444
3181,2393,12,1,1,39,0,0,0,676,0.182331,0.030075,1,0,4506,4506,4446,1,0,0,0,3241,0,3181,0,0,0,2393,0,21,1,12,0,1521
3176,2163,17,0,1,31,16250,0,0,677,0.182331,0.030075,1,0,4741,4741,4491,1,0,10.17546,0,3426,0,3176,0,20000,1,2163,0,8,0,9,0,961
3175,3481,13,1,1,42,0,0,1,678,0.182331,0.030075,1,0,3424,3424,3409,0,0,9.964159,1,3190,0,3175,0,0,0,3481,0,23,0,19,0,1764
3165,2163,16,1,1,30,13750,0,0,679,0.182331,0.030075,1,0,4752,4617,4197,1,0,9.210441,0,3720,0,3300,0,9000,1,2163,0,8,0,5,0,900
3390,3421,16,1,0,27,10500,0,0,680,0.182331,0.030075,0,0,3269,3269,3269,0,0,8.657129,1,3390,1,3390,0,0,0,3338,83,5,0,0,0,729
3630,2300,14,1,1,54,0,0,0,681,0.182331,0.030075,1,0,4150,4150,4150,1,0,10.65728,1,3630,0,3630,0,0,0,2300,0,34,0,33,0,2916
3150,1188,17,1,1,64,42500,0,0,682,0.182331,0.030075,1,0,5742,5622,5622,1,0,0,0,3270,0,3270,0,0,0,1188,0,41,0,36,0,4096
3140,2666,9,1,1,43,42500,0,1,683,0.182331,0.030075,1,0,4274,4274,4224,1,0,0,0,3190,1,3140,0,10000,1,2666,0,28,0,0,0,1849
3135,1538,12,1,1,29,8250,0,0,684,0.182331,0.030075,1,0,5407,5264,5264,0,0,9.259226,0,3278,0,3278,0,7500,1,1538,0,11,0,5,0,841
3615,1888,12,1,1,34,16250,0,0,685,0.182331,0.030075,1,0,4577,4577,4539,0,0,0,1,3653,0,3615,0,0,0,1888,0,16,1,2,0,1156
3110,0,16,0,1,23,42500,0,0,686,0.182331,0.030075,1,0,6970,6895,6895,0,0,0,1,3185,0,3185,0,0,0,0,0,1,1,5,0,529
3095,2293,15,1,0,31,1000,0,0,687,0.182331,0.030075,1,0,4692,4692,4594,1,0,0,0,3193,0,3095,0,0,0,2293,0,10,0,0,0,961
3090,538,13,0,1,44,1000,0,0,688,0.182331,0.030075,1,0,6452,6043,5838,1,0,10.18494,1,3704,0,3499,0,30000,1,538,0,25,0,0,0,1936
3073,2351,17,1,1,57,16250,0,1,689,0.182331,0.030075,1,0,4656,4431,4431,1,0,9.328213,1,3298,0,3298,0,17500,1,2351,0,34,0,27,0,3249
3068,2373,12,0,0,31,10500,0,0,690,0.182331,0.030075,1,0,4639,4639,4489,1,0,9.282754,0,3218,0,3068,1,0,0,2373,0,13,0,0,0,961
3065,2148,14,0,1,23,8250,0,0,691,0.182331,0.030075,1,0,4867,4792,4569,0,0,7.71913,0,3363,0,3140,0,8500,1,2148,0,3,1,4,0,529
3573,2013,14,1,1,29,23750,0,0,692,0.182331,0.030075,1,0,4494,4494,4064,0,0,0,1,4003,0,3573,0,0,0,2013,0,9,0,2,0,841
3060,2603,12,1,1,50,2500,0,0,693,0.182331,0.030075,1,0,4417,4147,4147,0,0,9.328213,0,3330,0,3330,0,2500,1,2603,0,32,0,22,0,2500
3040,1510,12,0,0,25,3500,1,1,694,0.182331,0.030075,1,0,5530,4845,4845,1,0,0,1,3725,0,3725,0,0,0,1510,0,7,1,0,0,625
3028,2513,16,1,1,44,16250,0,0,695,0.182331,0.030075,1,0,4539,4451,4393,0,0,7.824446,1,3174,0,3116,0,0,0,2513,0,22,0,19,0,1936
3023,2418,16,1,1,29,16250,0,0,696,0.182331,0.030075,1,0,4639,4519,4519,0,0,9.328213,1,3143,0,3143,0,0,0,2418,0,7,1,5,0,841
3023,2281,16,0,1,36,9500,0,0,697,0.182331,0.030075,1,0,4776,4776,4776,0,0,9.371694,1,3023,0,3023,0,0,0,2281,0,14,0,14,0,1296
3015,1183,10,0,1,47,9500,0,1,698,0.182331,0.030075,1,0,5882,5747,5747,1,0,9.564583,0,3150,0,3150,0,0,0,1183,0,31,0,28,0,2209
3008,2275,10,0,1,52,0,0,0,699,0.182331,0.030075,0,0,4797,4632,4572,0,0,0,1,3233,0,3173,1,0,0,2275,0,36,0,29,0,2704
2993,2725,17,1,1,61,27500,0,0,700,0.182331,0.030075,1,0,4362,4362,4237,0,0,9.615872,0,3118,1,2993,0,0,0,2725,0,38,0,30,0,3721
2985,2388,16,0,0,32,10500,0,0,701,0.182331,0.030075,1,0,4707,4587,4512,1,0,9.282754,0,3180,0,3105,1,0,0,2388,0,10,0,0,0,1024
2985,2026,12,0,1,45,5500,0,0,702,0.182331,0.030075,1,0,5069,4669,4644,1,0,9.66466,1,3410,0,3385,0,16000,1,2026,0,27,0,18,0,2025
3520,675,10,1,1,34,2500,0,1,703,0.182331,0.030075,0,0,5885,5870,5870,0,0,0,0,3535,0,3535,0,0,0,465,210,18,0,4,0,1156
3510,1851,12,0,1,37,3500,0,0,704,0.182331,0.030075,1,0,4719,4719,4584,0,0,9.23513,1,3645,0,3510,0,12000,1,1851,0,19,0,17,0,1369
2970,1961,17,0,1,54,32500,0,1,705,0.182331,0.030075,1,0,5149,5119,5031,0,0,9.210441,1,3088,1,3000,1,35000,1,1481,480,31,0,22,0,2916
2970,2363,16,0,1,30,6750,0,0,706,0.182331,0.030075,1,0,4747,4302,4302,0,0,9.94035,0,3415,0,3415,1,0,0,2363,0,8,1,9,0,900
